Quarter,الربع السنوي,Description,HeaderField_Id,Title,HeaderField_Id2,العنوان,Quarter_Number,Type,الوصف,Year,Value,Item_id,النوع
"First Quarter","الربع الأول","Value","22487","Mortgages","23248","الرهون","1","Units","قيمة","2022","2476694347","362883","وحده"
"First Quarter","الربع الأول","Number","22488","Mortgages","23248","الرهون","1","Units","عدد","2022","2397","362883","وحده"
"First Quarter","الربع الأول","Value","22489","Mortgages","23249","الرهون","1","Building","قيمة","2022","7203619210","362883","مبنى"
"First Quarter","الربع الأول","Number","22490","Mortgages","23249","الرهون","1","Building","عدد","2022","139","362883","مبنى"
"First Quarter","الربع الأول","Value","22491","Mortgages","23250","الرهون","1","Land","قيمة","2022","12173317595","362883","أرض"
"First Quarter","الربع الأول","Number","22492","Mortgages","23250","الرهون","1","Land","عدد","2022","788","362883","أرض"
"First Quarter","الربع الأول","Value","26166","Mortgages","26165","الرهون","1","Villa","قيمة","2022","4061285810","362883","فيلا"
"First Quarter","الربع الأول","Number","26167","Mortgages","26165","الرهون","1","Villa","عدد","2022","1504","362883","فيلا"
"First Quarter","الربع الأول","Value","22487","Other","23248","أخرى","1","Units","قيمة","2022","941400355","362884","وحده"
"First Quarter","الربع الأول","Number","22488","Other","23248","أخرى","1","Units","عدد","2022","708","362884","وحده"
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2022","3956651467","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2022","62","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2022","1049093943","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2022","63","362884","أرض"
"First Quarter","الربع الأول","Value","26166","Other","26165","أخرى","1","Villa","قيمة","2022","704737565","362884","فيلا"
"First Quarter","الربع الأول","Number","26167","Other","26165","أخرى","1","Villa","عدد","2022","162","362884","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2022","30189793188","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2022","15846","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2022","1605279721","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2022","92","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2022","15734019178","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2022","3126","362882","أرض"
"Second Quarter","الربع الثاني","Value","26166","Sales","26165","المبايعات","2","Villa","قيمة","2022","11627983699","362882","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Sales","26165","المبايعات","2","Villa","عدد","2022","3436","362882","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2022","2773624250","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2022","2227","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2022","10252705256","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2022","151","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2022","49439625095","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2022","760","362883","أرض"
"Second Quarter","الربع الثاني","Value","26166","Mortgages","26165","الرهون","2","Villa","قيمة","2022","5670919086","362883","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Mortgages","26165","الرهون","2","Villa","عدد","2022","1724","362883","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2022","1163307570","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2022","788","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2022","1801786506","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2022","57","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2022","659547944","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2022","59","362884","أرض"
"Second Quarter","الربع الثاني","Value","26166","Other","26165","أخرى","2","Villa","قيمة","2022","1030766054","362884","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Other","26165","أخرى","2","Villa","عدد","2022","166","362884","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Sales","23248","المبايعات","3","Units","قيمة","2022","34675460814","362882","وحده"
"Third Quarter","الربع الثالث","Number","22488","Sales","23248","المبايعات","3","Units","عدد","2022","18751","362882","وحده"
"Third Quarter","الربع الثالث","Value","22489","Sales","23249","المبايعات","3","Building","قيمة","2022","1116950488","362882","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Sales","23249","المبايعات","3","Building","عدد","2022","73","362882","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Sales","23250","المبايعات","3","Land","قيمة","2022","22927898737","362882","أرض"
"Third Quarter","الربع الثالث","Number","22492","Sales","23250","المبايعات","3","Land","عدد","2022","3239","362882","أرض"
"Third Quarter","الربع الثالث","Value","26166","Sales","26165","المبايعات","3","Villa","قيمة","2022","11011975835","362882","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Sales","26165","المبايعات","3","Villa","عدد","2022","3389","362882","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Mortgages","23248","الرهون","3","Units","قيمة","2022","4902655058","362883","وحده"
"Third Quarter","الربع الثالث","Number","22488","Mortgages","23248","الرهون","3","Units","عدد","2022","2567","362883","وحده"
"Third Quarter","الربع الثالث","Value","22489","Mortgages","23249","الرهون","3","Building","قيمة","2022","7130031902","362883","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Mortgages","23249","الرهون","3","Building","عدد","2022","123","362883","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Mortgages","23250","الرهون","3","Land","قيمة","2022","42934944061","362883","أرض"
"Third Quarter","الربع الثالث","Number","22492","Mortgages","23250","الرهون","3","Land","عدد","2022","1019","362883","أرض"
"Third Quarter","الربع الثالث","Value","26166","Mortgages","26165","الرهون","3","Villa","قيمة","2022","4461380189","362883","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Mortgages","26165","الرهون","3","Villa","عدد","2022","1620","362883","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Other","23248","أخرى","3","Units","قيمة","2022","1359579732","362884","وحده"
"Third Quarter","الربع الثالث","Number","22488","Other","23248","أخرى","3","Units","عدد","2022","936","362884","وحده"
"Third Quarter","الربع الثالث","Value","22489","Other","23249","أخرى","3","Building","قيمة","2022","3339154905","362884","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Other","23249","أخرى","3","Building","عدد","2022","80","362884","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Other","23250","أخرى","3","Land","قيمة","2022","826347076","362884","أرض"
"Third Quarter","الربع الثالث","Number","22492","Other","23250","أخرى","3","Land","عدد","2022","93","362884","أرض"
"Third Quarter","الربع الثالث","Value","26166","Other","26165","أخرى","3","Villa","قيمة","2022","1533079697","362884","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Other","26165","أخرى","3","Villa","عدد","2022","197","362884","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Sales","23248","المبايعات","4","Units","قيمة","2022","46390596773","362882","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Sales","23248","المبايعات","4","Units","عدد","2022","22437","362882","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Sales","23249","المبايعات","4","Building","قيمة","2022","2263549077","362882","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Sales","23249","المبايعات","4","Building","عدد","2022","136","362882","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Sales","23250","المبايعات","4","Land","قيمة","2022","20251818746","362882","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Sales","23250","المبايعات","4","Land","عدد","2022","2898","362882","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Sales","26165","المبايعات","4","Villa","قيمة","2022","13423061186","362882","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Sales","26165","المبايعات","4","Villa","عدد","2022","3745","362882","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Mortgages","23248","الرهون","4","Units","قيمة","2022","10706237223","362883","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Mortgages","23248","الرهون","4","Units","عدد","2022","2641","362883","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Mortgages","23249","الرهون","4","Building","قيمة","2022","7996049588","362883","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Mortgages","23249","الرهون","4","Building","عدد","2022","129","362883","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Mortgages","23250","الرهون","4","Land","قيمة","2022","97156068684","362883","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Mortgages","23250","الرهون","4","Land","عدد","2022","1193","362883","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Mortgages","26165","الرهون","4","Villa","قيمة","2022","4285964907","362883","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Mortgages","26165","الرهون","4","Villa","عدد","2022","1497","362883","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Other","23248","أخرى","4","Units","قيمة","2022","1553944746","362884","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Other","23248","أخرى","4","Units","عدد","2022","974","362884","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Other","23249","أخرى","4","Building","قيمة","2022","5791736960","362884","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Other","23249","أخرى","4","Building","عدد","2022","84","362884","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Other","23250","أخرى","4","Land","قيمة","2022","3162823587","362884","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Other","23250","أخرى","4","Land","عدد","2022","120","362884","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Other","26165","أخرى","4","Villa","قيمة","2022","982722476","362884","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Other","26165","أخرى","4","Villa","عدد","2022","163","362884","فيلا"
"First Quarter","الربع الأول","Value","22487","Sales","23248","المبايعات","1","Units","قيمة","2023","46800636671","362882","وحده"
"First Quarter","الربع الأول","Number","22488","Sales","23248","المبايعات","1","Units","عدد","2023","23852","362882","وحده"
"First Quarter","الربع الأول","Value","22489","Sales","23249","المبايعات","1","Building","قيمة","2023","3000746443","362882","مبنى"
"First Quarter","الربع الأول","Number","22490","Sales","23249","المبايعات","1","Building","عدد","2023","132","362882","مبنى"
"First Quarter","الربع الأول","Value","22491","Sales","23250","المبايعات","1","Land","قيمة","2023","23973819456","362882","أرض"
"First Quarter","الربع الأول","Number","22492","Sales","23250","المبايعات","1","Land","عدد","2023","2978","362882","أرض"
"First Quarter","الربع الأول","Value","26166","Sales","26165","المبايعات","1","Villa","قيمة","2023","15281416266","362882","فيلا"
"First Quarter","الربع الأول","Number","26167","Sales","26165","المبايعات","1","Villa","عدد","2023","3990","362882","فيلا"
"First Quarter","الربع الأول","Value","22487","Mortgages","23248","الرهون","1","Units","قيمة","2023","4922538900","362883","وحده"
"First Quarter","الربع الأول","Number","22488","Mortgages","23248","الرهون","1","Units","عدد","2023","2619","362883","وحده"
"First Quarter","الربع الأول","Value","22489","Mortgages","23249","الرهون","1","Building","قيمة","2023","8181660556","362883","مبنى"
"First Quarter","الربع الأول","Number","22490","Mortgages","23249","الرهون","1","Building","عدد","2023","135","362883","مبنى"
"First Quarter","الربع الأول","Value","22491","Mortgages","23250","الرهون","1","Land","قيمة","2023","41710409193","362883","أرض"
"First Quarter","الربع الأول","Number","22492","Mortgages","23250","الرهون","1","Land","عدد","2023","1021","362883","أرض"
"First Quarter","الربع الأول","Value","26166","Mortgages","26165","الرهون","1","Villa","قيمة","2023","4337326244","362883","فيلا"
"First Quarter","الربع الأول","Number","26167","Mortgages","26165","الرهون","1","Villa","عدد","2023","1485","362883","فيلا"
"First Quarter","الربع الأول","Value","22487","Other","23248","أخرى","1","Units","قيمة","2023","2336779434","362884","وحده"
"First Quarter","الربع الأول","Number","22488","Other","23248","أخرى","1","Units","عدد","2023","2090","362884","وحده"
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2023","2752446118","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2023","66","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2023","1884351993","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2023","150","362884","أرض"
"First Quarter","الربع الأول","Value","26166","Other","26165","أخرى","1","Villa","قيمة","2023","1797242285","362884","فيلا"
"First Quarter","الربع الأول","Number","26167","Other","26165","أخرى","1","Villa","عدد","2023","203","362884","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2023","49012972300","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2023","24055","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2023","1973644340","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2023","96","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2023","24981788449","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2023","2409","362882","أرض"
"Second Quarter","الربع الثاني","Value","26166","Sales","26165","المبايعات","2","Villa","قيمة","2023","14781450434","362882","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Sales","26165","المبايعات","2","Villa","عدد","2023","3532","362882","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2023","4226210505","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2023","3152","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2023","9646917184","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2023","102","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2023","10893702052","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2023","1014","362883","أرض"
"Second Quarter","الربع الثاني","Value","26166","Mortgages","26165","الرهون","2","Villa","قيمة","2023","5634936334","362883","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Mortgages","26165","الرهون","2","Villa","عدد","2023","1799","362883","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2023","1523185976","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2023","963","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2023","1218244750","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2023","29","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2023","1292863621","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2023","79","362884","أرض"
"Second Quarter","الربع الثاني","Value","26166","Other","26165","أخرى","2","Villa","قيمة","2023","898294861","362884","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Other","26165","أخرى","2","Villa","عدد","2023","175","362884","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Sales","23248","المبايعات","3","Units","قيمة","2023","44912600916","362882","وحده"
"Third Quarter","الربع الثالث","Number","22488","Sales","23248","المبايعات","3","Units","عدد","2023","23022","362882","وحده"
"Third Quarter","الربع الثالث","Value","22489","Sales","23249","المبايعات","3","Building","قيمة","2023","2537913398","362882","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Sales","23249","المبايعات","3","Building","عدد","2023","108","362882","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Sales","23250","المبايعات","3","Land","قيمة","2023","32378193573","362882","أرض"
"Third Quarter","الربع الثالث","Number","22492","Sales","23250","المبايعات","3","Land","عدد","2023","3896","362882","أرض"
"Third Quarter","الربع الثالث","Value","26166","Sales","26165","المبايعات","3","Villa","قيمة","2023","17694698544","362882","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Sales","26165","المبايعات","3","Villa","عدد","2023","4159","362882","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Mortgages","23248","الرهون","3","Units","قيمة","2023","4840708946","362883","وحده"
"Third Quarter","الربع الثالث","Number","22488","Mortgages","23248","الرهون","3","Units","عدد","2023","3667","362883","وحده"
"Third Quarter","الربع الثالث","Value","22489","Mortgages","23249","الرهون","3","Building","قيمة","2023","7162955977","362883","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Mortgages","23249","الرهون","3","Building","عدد","2023","111","362883","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Mortgages","23250","الرهون","3","Land","قيمة","2023","23681579048","362883","أرض"
"Third Quarter","الربع الثالث","Number","22492","Mortgages","23250","الرهون","3","Land","عدد","2023","1102","362883","أرض"
"Third Quarter","الربع الثالث","Value","26166","Mortgages","26165","الرهون","3","Villa","قيمة","2023","6262490649","362883","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Mortgages","26165","الرهون","3","Villa","عدد","2023","2150","362883","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Other","23248","أخرى","3","Units","قيمة","2023","1593873100","362884","وحده"
"Third Quarter","الربع الثالث","Number","22488","Other","23248","أخرى","3","Units","عدد","2023","1030","362884","وحده"
"Third Quarter","الربع الثالث","Value","22489","Other","23249","أخرى","3","Building","قيمة","2023","945056868","362884","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Other","23249","أخرى","3","Building","عدد","2023","53","362884","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Other","23250","أخرى","3","Land","قيمة","2023","3881158918","362884","أرض"
"Third Quarter","الربع الثالث","Number","22492","Other","23250","أخرى","3","Land","عدد","2023","413","362884","أرض"
"Third Quarter","الربع الثالث","Value","26166","Other","26165","أخرى","3","Villa","قيمة","2023","1241936924","362884","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Other","26165","أخرى","3","Villa","عدد","2023","195","362884","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Sales","23248","المبايعات","4","Units","قيمة","2023","52999104429","362882","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Sales","23248","المبايعات","4","Units","عدد","2023","27040","362882","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Sales","23249","المبايعات","4","Building","قيمة","2023","5859559211","362882","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Sales","23249","المبايعات","4","Building","عدد","2023","117","362882","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Sales","23250","المبايعات","4","Land","قيمة","2023","46754187225","362882","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Sales","23250","المبايعات","4","Land","عدد","2023","4107","362882","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Sales","26165","المبايعات","4","Villa","قيمة","2023","17006652264","362882","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Sales","26165","المبايعات","4","Villa","عدد","2023","4119","362882","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Mortgages","23248","الرهون","4","Units","قيمة","2023","5385663300","362883","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Mortgages","23248","الرهون","4","Units","عدد","2023","4105","362883","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Mortgages","23249","الرهون","4","Building","قيمة","2023","8251160907","362883","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Mortgages","23249","الرهون","4","Building","عدد","2023","108","362883","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Mortgages","23250","الرهون","4","Land","قيمة","2023","38754552954","362883","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Mortgages","23250","الرهون","4","Land","عدد","2023","1076","362883","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Mortgages","26165","الرهون","4","Villa","قيمة","2023","6562117806","362883","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Mortgages","26165","الرهون","4","Villa","عدد","2023","2245","362883","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Other","23248","أخرى","4","Units","قيمة","2023","3845214472","362884","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Other","23248","أخرى","4","Units","عدد","2023","1472","362884","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Other","23249","أخرى","4","Building","قيمة","2023","1973144899","362884","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Other","23249","أخرى","4","Building","عدد","2023","54","362884","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Other","23250","أخرى","4","Land","قيمة","2023","3378274611","362884","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Other","23250","أخرى","4","Land","عدد","2023","166","362884","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Other","26165","أخرى","4","Villa","قيمة","2023","1804673270","362884","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Other","26165","أخرى","4","Villa","عدد","2023","337","362884","فيلا"
"First Quarter","الربع الأول","Value","22487","Sales","23248","المبايعات","1","Units","قيمة","2025","65790041295","362882","وحده"
"First Quarter","الربع الأول","Number","22488","Sales","23248","المبايعات","1","Units","عدد","2025","34165","362882","وحده"
"First Quarter","الربع الأول","Value","22489","Sales","23249","المبايعات","1","Building","قيمة","2025","4902861709","362882","مبنى"
"First Quarter","الربع الأول","Number","22490","Sales","23249","المبايعات","1","Building","عدد","2025","147","362882","مبنى"
"First Quarter","الربع الأول","Value","22491","Sales","23250","المبايعات","1","Land","قيمة","2025","47459499137","362882","أرض"
"First Quarter","الربع الأول","Number","22492","Sales","23250","المبايعات","1","Land","عدد","2025","8208","362882","أرض"
"First Quarter","الربع الأول","Value","26166","Sales","26165","المبايعات","1","Villa","قيمة","2025","24568412092","362882","فيلا"
"First Quarter","الربع الأول","Number","26167","Sales","26165","المبايعات","1","Villa","عدد","2025","5189","362882","فيلا"
"First Quarter","الربع الأول","Value","22487","Mortgages","23248","الرهون","1","Units","قيمة","2025","9340964865","362883","وحده"
"First Quarter","الربع الأول","Number","22488","Mortgages","23248","الرهون","1","Units","عدد","2025","5381","362883","وحده"
"First Quarter","الربع الأول","Value","22489","Mortgages","23249","الرهون","1","Building","قيمة","2025","5646278591","362883","مبنى"
"First Quarter","الربع الأول","Number","22490","Mortgages","23249","الرهون","1","Building","عدد","2025","140","362883","مبنى"
"First Quarter","الربع الأول","Value","22491","Mortgages","23250","الرهون","1","Land","قيمة","2025","17357945800","362883","أرض"
"First Quarter","الربع الأول","Number","22492","Mortgages","23250","الرهون","1","Land","عدد","2025","1681","362883","أرض"
"First Quarter","الربع الأول","Value","26166","Mortgages","26165","الرهون","1","Villa","قيمة","2025","8678489569","362883","فيلا"
"First Quarter","الربع الأول","Number","26167","Mortgages","26165","الرهون","1","Villa","عدد","2025","2086","362883","فيلا"
"First Quarter","الربع الأول","Value","22487","Other","23248","أخرى","1","Units","قيمة","2025","2927232520","362884","وحده"
"First Quarter","الربع الأول","Number","22488","Other","23248","أخرى","1","Units","عدد","2025","1515","362884","وحده"
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2025","1126988063","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2025","47","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2025","3494202941","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2025","171","362884","أرض"
"First Quarter","الربع الأول","Value","26166","Other","26165","أخرى","1","Villa","قيمة","2025","2070239377","362884","فيلا"
"First Quarter","الربع الأول","Number","26167","Other","26165","أخرى","1","Villa","عدد","2025","300","362884","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2025","85441451273","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2025","41863","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2025","5762256045","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2025","136","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2025","72257051524","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2025","7535","362882","أرض"
"Second Quarter","الربع الثاني","Value","26166","Sales","26165","المبايعات","2","Villa","قيمة","2025","20819242157","362882","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Sales","26165","المبايعات","2","Villa","عدد","2025","3710","362882","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2025","9218684100","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2025","6618","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2025","7225022504","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2025","127","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2025","16937115373","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2025","1830","362883","أرض"
"Second Quarter","الربع الثاني","Value","26166","Mortgages","26165","الرهون","2","Villa","قيمة","2025","8879655981","362883","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Mortgages","26165","الرهون","2","Villa","عدد","2025","2433","362883","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2025","4296338346","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2025","2013","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2025","1164579151","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2025","41","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2025","3708107625","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2025","182","362884","أرض"
"Second Quarter","الربع الثاني","Value","26166","Other","26165","أخرى","2","Villa","قيمة","2025","2587701482","362884","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Other","26165","أخرى","2","Villa","عدد","2025","347","362884","فيلا"
