project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"null","422","null","null","null","null","null","339","null","1","3","null","207","null","null","0","null","تجارى","null","null","null","162","null","مكتب","Unit","0","Commercial","null","387","Office","Al Mararr","وحدة","2014-09-04 00:00:00","1170162","2026-02-26 16:09:32","1001150008507","المرر","65","null","1001270010872","4","null","null","null","null","117","null"
"null","null","null","null","null","null","null","378","null","1","null","null","105-117             ","null","null","0","null","null","null","null","null","295","null","null","null","0","null","null","165","null","Al Garhoud","null","2024-10-07 00:00:00","2140295","2026-02-26 16:09:32","1000285188897","القرهود","null","null","null","null","null","null","null","null","214","0"
"null","65","1","null","60","1417922146","null","395","null","2","3","1","308","null","null","0","198","صناعى","null","0","3","1861","null","غرفة مستقلة","Unit","0","Industrial","JABAL ALI INDUSTRIAL DEVELOPMENT","560","Single Room","Jabal Ali Industrial First","وحدة","2018-03-19 00:00:00","5991861","2026-02-26 16:09:32","893020310","جبل على الصناعية الأولى","14.7","Flat","1477035797","3","null","null","شقه سكنيه","جبل علي الصناعية للتطوير","599","1"
"null","421","null","null","null","null","null","254","null","1","3","null","SHOP 7","null","null","0","null","تجارى","null","50","G","393","null","محل","Unit","0","Commercial","null","125","Shop","Al Buteen","وحدة","2015-02-05 00:00:00","1140393","2026-02-26 16:09:32","1000930255967","البطين","50","null","1000328126491","4","null","null","null","null","114","125"
"Kempinski Residences Business Bay","1","0","null","101","456304624","كمبينسكي ريزيدنسز بزنس باي","526","1","2","3","0","1310","null","32641353","0","112","تجارى","null","0","13","684","0","غرفة","Unit","1","Commercial","Business Bay","118","1 B/R","Business Bay","وحدة","2016-08-22 00:00:00","3460684","2026-02-26 16:09:32","2105386190","الخليج التجارى","111","Hotel Apartment","927002212","4","8.42","null","شقة فندقية","الخليج التجاري","346","1"
"null","null","1","null","60","657133070","null","459","null","2","3","1","ROOM 125","null","null","0","107","تجارى","null","0","1","357","null","null","Unit","0","Commercial","Dubai Investment Park Second","393","null","Dubai Investment Park Second","وحدة","2025-11-19 00:00:00","5970357","2026-02-26 16:09:32","1130661859","مجمع دبي للاستثمار الثاني","16.48","Flat","282608740","4","0","null","شقه سكنيه","مجمع دبي للاستثمار الثاني","597","1"
"null","2","null","null","null","1001740324573","null","365","null","2","3","null","228","null","null","0","null","تجارى","null","117.99","null","305","null","غرفتين و صالة","Unit","0","Commercial","null","263","2 bed rooms+hall","Al Hudaiba","وحدة","2011-07-31 00:00:00","3220305","2026-02-26 16:09:32","1001813566302","الحضيبه","117.99","null","1000316113147","4","null","null","null","null","322","263"
"VICEROY HOTEL RESORTS RESIDENCES","26","1","null","112","1168382718","مساكن فيسروى للفنادق والمنتجعات","410","null","2","3","0","20405","null","7900151","0","1","تجارى","null","0.15","4","2735","22.45","استوديو","Unit","1","Commercial","Palm Jumeirah","2069","Studio","Palm Jumeirah","وحدة","2013-05-19 00:00:00","3812735","2026-02-26 16:09:32","1568265533","نخلة جميرا","55.63","Hotel Rooms","106966301","4","10.34","null","غرفة فندقية","نخلة جميرا","381","1"
"null","422","null","null","null","1000109352365","null","267","null","2","3","null","206","null","null","0","null","تجارى","null","43.3","2","356","null","مكتب","Unit","0","Commercial","null","487","Office","Al Raffa","وحدة","2012-10-16 00:00:00","3160356","2026-02-26 16:09:32","1000364043195","الرفاعه","43.3","null","null","4","null","null","null","null","316","0"
"null","1","null","null","null","null","null","297","null","1","3","null","303","null","null","0","null","تجارى","null","650","3","421","null","غرفة و صالة","Unit","0","Commercial","null","256","1bed room+Hall","Al Warqa First","وحدة","2017-05-14 00:00:00","4210421","2026-02-26 16:09:32","1000086657357","الورقاء الاولى","650","null","1000977610915","4","null","null","null","null","421","0"
"null","2","null","null","null","1000762657825","null","266","null","2","3","null","302","null","null","0","null","تجارى","null","null","3","894","null","غرفتين و صالة","Unit","0","Commercial","null","1740","2 bed rooms+hall","Al Satwa","وحدة","2010-07-15 00:00:00","3340894","2026-02-26 16:09:32","1000774493081","السطوه","53.19","null","1000417223658","4","null","null","null","null","334","1740"
"null","null","null","null","null","null","null","235","null","1","null","null","113                 ","null","null","0","null","null","null","null","null","391","null","null","null","0","null","null","281","null","Eyal Nasser","null","2022-04-27 00:00:00","1160391","2026-02-26 16:09:32","1001124035984","عيال ناصر","null","null","null","null","null","null","null","null","116","0"
"PRIME RESIDENCY1","1","1","null","60","2129641221","برايم ريزدنسي 1 ","343","G-01","2","3","0","104","null","231","0","23","تجارى","null","0.46","1","null","null","غرفة","Unit","1","Commercial","International City Phase 1","456","1 B/R","Al Warsan First","وحدة","2011-10-26 00:00:00","null","2026-02-26 16:09:32","1906344787","ورسان الاولى","60.11","Flat","1910992201","4","3.62","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"null","12","null","null","null","null","null","395","null","2","3","null","126","null","null","0","null","صناعى","null","16.56","1","1994","null","غرفه سكن عمال","Unit","0","Industrial","null","636","Room in labor Camp","Jabal Ali Industrial First","وحدة","2019-11-03 00:00:00","5991994","2026-02-26 16:09:32","1000527010725","جبل على الصناعية الأولى","16.56","null","1000992027277","3","null","null","null","null","599","0"
"null","1","0","null","101","1626690305","null","526","1","2","3","null","2217","null","null","0","null","null","null","0.05","22","null","null","غرفة","Unit","null","null","null","null","1 B/R","Business Bay","وحدة","2016-02-17 00:00:00","null","2026-02-26 16:09:32","1645770576","الخليج التجارى","72.46","Hotel Apartment","null","null","8.94","null","شقة فندقية","null","346","1"
"null","422","null","null","null","null","null","347","null","2","3","null","353","null","null","0","null","تجارى","null","22","2","630","null","مكتب","Unit","0","Commercial","null","71","Office","Al Goze Third","وحدة","2024-01-31 00:00:00","3580630","2026-02-26 16:09:32","1001751979086","القوز الثالثه","22","null","1002139698722","4","null","null","null","null","358","71"
