project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"AG TOWER","58","1","null","42","1108669030","أي جي تاور","350","L2 2003","2","3","0","B3-26-04","null","979","0","19","تجارى","null","0.15","26","959","null","مكتب","Unit","1","Commercial","Jumeirah Lakes Towers","32","Office","Al Thanyah Fifth","وحدة","2011-02-03 00:00:00","3930959","2026-02-26 16:09:32","519151691","الثنيه الخامسة","52.58","Office","814680747","4","null","null","مكتب"," ابراج بحيرات الجميرا","393","1"
"null","421","null","null","null","null","null","238","null","1","3","null","6","null","null","0","null","تجارى","null","30.1003","G","477","null","محل","Unit","0","Commercial","null","592","Shop","Al Dhagaya","وحدة","2017-03-02 00:00:00","1130477","2026-02-26 16:09:32","1002130943019","الضغايه","30.1","null","1000614929568","4","null","null","null","null","113","0"
"null","null","null","null","null","null","null","247","null","1","null","null","G-02-2              ","null","null","0","null","null","null","null","null","246","null","null","null","0","null","null","285","null","Al Khabeesi","null","2024-01-23 00:00:00","1280246","2026-02-26 16:09:32","1000472930101","الخبيصى","null","null","null","null","null","null","null","null","128","285"
"null","1","1","null","60","285838187","null","482","B-067","2","3","0","506","null","null","0","545","تجارى","null","0.68","5","8843","81.05","غرفة","Unit","1","Commercial","Dubai Hills Estate","2456","1 B/R","Hadaeq Sheikh Mohammed Bin Rashid","وحدة","2021-10-12 00:00:00","6318843","2026-02-26 16:09:32","1070408973","حدائق الشيخ محمد بن راشد","69.85","Flat","1163950461","4","12.71","null","شقه سكنيه"," دبي هيلز استيت ","631","1"
"null","422","null","null","null","null","null","367","null","2","3","null","408","null","null","0","null","تجارى","null","null","null","301","null","مكتب","Unit","0","Commercial","null","174","Office","Al Suq Al Kabeer","وحدة","2016-12-22 00:00:00","3120301","2026-02-26 16:09:32","1001036028864","السوق الكبير","56","null","1000773898455","4","null","null","null","null","312","null"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0019            ","null","null","0","null","null","null","null","null","245","null","null","null","0","null","null","323","null","Muhaisanah Second","null","2014-12-21 00:00:00","2640245","2026-02-26 16:09:32","1000767962633","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","0"
"TOWER 88","58","0","null","42","10853234","برج 88 ","441","null","2","3","0","1400","null","33","0","9","تجارى","null","0.0026","14","7799","0","مكتب","Unit","1","Commercial","Jumeirah Village Circle","1083","Office","Al Barsha South Fourth","وحدة","2009-06-10 00:00:00","6817799","2026-02-26 16:09:32","368355430","البرشاء جنوب الرابعة","1023.8","Office","1310568920","4","0","null","مكتب","قرية جميرا الدائرية","681","TOWER 88"
"null","12","null","null","null","null","null","347","null","2","3","null","211","null","null","0","null","تجارى","null","15","2","633","null","غرفه سكن عمال","Unit","0","Commercial","null","91","Room in labor Camp","Al Goze Third","وحدة","2014-12-31 00:00:00","3580633","2026-02-26 16:09:32","1000577967590","القوز الثالثه","15","null","1001968984584","4","null","null","null","null","358","0"
"AZIZI VENICE 14","1","0","null","60","1084432524","عزيزى فينيس 14","462","1","2","3","0","1043","null","610546608","0","123","null","null","0.04","10","1358","71.6","غرفة","Unit","1","null","Dubai World Central","5341","1 B/R","Madinat Al Mataar","وحدة","2024-05-06 00:00:00","5211358","2026-02-26 16:09:32","2076078856","مدينة المطار","72.94","Flat","1176742270","null","17.08","null","شقه سكنيه","دبي ورلد سنترال","521","1"
"ELZ Residence","26","1","null","60","1178022866","إلز رزيدنس","409","G-80","2","3","0","710","null","216726302","0","96","تجارى","null","0.3","7","1190","30.33","استوديو","Unit","1","Commercial","Arjan","129","Studio","Al Barshaa South Third","وحدة","2018-12-12 00:00:00","6731190","2026-02-26 16:09:32","192543610","البرشاء جنوب الثالثة","36.48","Flat","1027499174","4","4.48","null","شقه سكنيه","أرجان","673","1"
"Avenue Residence 2","2","1","null","60","1782481959","أفنيو ريزيدنس 1","445","G-5, G-6","2","3","0","104","null","14183182","0","12","تجارى","null","2.3","1","3026","222.33","غرفتان","Unit","1","Commercial","Al Furjan","2285","2 B/R","Jabal Ali First","وحدة","2014-09-22 00:00:00","5913026","2026-02-26 16:09:32","771161880","جبل علي الأولى","287.9","Flat","1894771734","4","166.75","null","شقه سكنيه","الفرجان","591","1"
"null","58","1","null","42","914094819","null","371","null","2","3","0","2304B","null","null","0","202","تجارى","null","0.17","23","7586","null","مكتب","Unit","1","Commercial","Site A","23","Office","Al Safouh Second","وحدة","2012-09-10 00:00:00","3827586","2026-02-26 16:09:32","2035297021","الصفوح الثانيه","144.28","Office","1426709227","4","0","null","مكتب","الموقع أ","382","1"
"null","1","null","null","null","null","null","267","null","2","3","null","204","null","null","0","null","تجارى","null","null","null","206","null","غرفة و صالة","Unit","0","Commercial","null","605","1bed room+Hall","Al Raffa","وحدة","2016-03-10 00:00:00","3160206","2026-02-26 16:09:32","1002067698642","الرفاعه","40","null","1001007209540","4","null","null","null","null","316","null"
"null","12","null","null","null","null","null","373","null","2","3","null","DG08","null","null","0","null","صناعى","null","13.17","G","675","null","غرفه سكن عمال","Unit","0","Industrial","null","24","Room in labor Camp","Al Goze Industrial Fourth","وحدة","2014-11-26 00:00:00","3690675","2026-02-26 16:09:32","1001188009658","القوز الصناعيه الرابعه","13.17","null","1000989800303","3","null","null","null","null","369","0"
"Ocean Cove","1","0","null","60","190206447","أوشن كوف","333","1","2","3","0","209","null","631444331","0","6","تجارى","null","0.31","2","421","85.5","غرفة","Unit","1","Commercial","Mina Rashid","500","1 B/R","Madinat Dubai Almelaheyah","وحدة","2024-07-01 00:00:00","3210421","2026-02-26 16:09:32","1171263237","مدينة دبي الملاحية","73.98","Flat","2010817921","4","7.57","null","شقه سكنيه","ميناء راشد","321","1"
"null","22","null","null","null","null","null","244","null","1","3","null","1","null","null","0","null","تجارى","null","3612","1","404","null","موقف","Unit","0","Commercial","null","711","Parking","Al Murqabat","وحدة","2021-04-07 00:00:00","1240404","2026-02-26 16:09:32","1000111119662","المرقبات","3612","null","1000247895482","4","null","null","null","null","124","711"
"null","null","null","null","null","null","null","373","null","2","null","null","S.4                 ","null","null","0","null","null","null","null","null","316","null","null","null","0","null","null","212","null","Al Goze Industrial Fourth","null","2016-02-17 00:00:00","3690316","2026-02-26 16:09:32","1000760175995","القوز الصناعيه الرابعه","null","null","null","null","null","null","null","null","369","null"
"AVENEW888-LOOM","2","0","null","60","422792473","افينيو888- لوم","462","1","2","3","0","C117","null","857686773","0","191","مؤسسات حكومية","null","0.19","1","2792","89.98","غرفتان","Unit","1","Government Authorities","Dubai South Residential District","7135","2 B/R","Madinat Al Mataar","وحدة","2025-12-16 00:00:00","5212792","2026-02-26 16:09:32","1290875227","مدينة المطار","117.66","Flat","452124305","6","36.76","null","شقه سكنيه","المدينة السكنية بدبي الجنوب","521","2"
"VITALITY RESIDENCE","1","0","null","60","1299207941","فيتالتي ريزيدنس","441","1","2","3","0","722","null","605112844","0","9","تجارى","null","0.65","7","6146","57.7","غرفة","Unit","1","Commercial","Jumeirah Village Circle","369","1 B/R","Al Barsha South Fourth","وحدة","2024-05-09 00:00:00","6816146","2026-02-26 16:09:32","102079112","البرشاء جنوب الرابعة","65.9","Flat","201553849","4","5.16","null","شقه سكنيه","قرية جميرا الدائرية","681","1"
"TFG MARINA","26","1","null","112","175167399","TFG مارينا","330","EU","2","3","0","2312","null","4568382","0","34","تجارى","null","0.17","23","426","36.08","استوديو","Unit","1","Commercial","Dubai Marina","121","Studio","Marsa Dubai","وحدة","2012-08-06 00:00:00","3920426","2026-02-26 16:09:32","2052635588","مرسى دبي","38.05","Hotel Rooms","555271483","4","6.94","null","غرفة فندقية","دبي مارينا","392","1"
"null","422","null","null","null","null","null","247","null","1","3","null","M27","null","null","0","null","تجارى","null","null","0","246","null","مكتب","Unit","0","Commercial","null","285","Office","Al Khabeesi","وحدة","2022-09-15 00:00:00","1280246","2026-02-26 16:09:32","1000744912549","الخبيصى","25","null","1000000036759","4","null","null","null","null","128","285"
"null","422","null","null","null","null","null","362","null","1","3","null","S27","null","null","0","null","تجارى","null","25","2","920","null","مكتب","Unit","0","Commercial","null","828","Office","Naif","وحدة","2022-02-01 00:00:00","1180920","2026-02-26 16:09:32","1001186917447","نايف","25","null","1000240478933","4","null","null","null","null","118","828"
"AZIZI VENICE 7","26","0","null","60","374189802","عزيزى فينس 7 ","462","1","2","3","0","514","null","583228047","0","123","null","null","0.03","5","1352","37.45","استوديو","Unit","1","null","Dubai World Central","4936","Studio","Madinat Al Mataar","وحدة","2024-02-01 00:00:00","5211352","2026-02-26 16:09:32","66732217","مدينة المطار","31.39","Flat","857976202","null","6.33","null","شقه سكنيه","دبي ورلد سنترال","521","1"
"null","1","1","null","60","559662678","null","492","null","2","3","0","404","null","null","0","205","تجارى","null","0","4","426","null","غرفة","Unit","1","Commercial","Dubai Outsource City","18","1 B/R","Al Rowaiyah First","وحدة","2025-09-08 00:00:00","8120426","2026-02-26 16:09:32","1903777891","الروية الأولى","24.84","Flat","86325888","4","0","null","شقه سكنيه","مدينة دبي للتعهيد","812","3"
"NAS3","2","0","null","60","2064612504","ناس3","409","1","2","3","0","708","null","534411400","0","96","تجارى","null","0.6","7","4081","75.76","غرفتان","Unit","1","Commercial","Arjan","375","2 B/R","Al Barshaa South Third","وحدة","2023-10-18 00:00:00","6734081","2026-02-26 16:09:32","1934991588","البرشاء جنوب الثالثة","122.71","Flat","925838097","4","35.28","null","شقه سكنيه","أرجان","673","1"
"null","null","null","null","null","null","null","247","null","1","null","null","9-295               ","null","null","0","null","null","null","null","null","246","null","null","null","0","null","null","285","null","Al Khabeesi","null","2025-02-20 00:00:00","1280246","2026-02-26 16:09:32","1001119431615","الخبيصى","null","null","null","null","null","null","null","null","128","285"
"null","422","null","null","null","null","null","395","null","2","3","null","G 016","null","null","0","null","تجارى","null","22.25","G","1900","null","مكتب","Unit","0","Commercial","null","1414","Office","Jabal Ali Industrial First","وحدة","2022-10-04 00:00:00","5991900","2026-02-26 16:09:32","1000381768396","جبل على الصناعية الأولى","22.25","null","null","4","null","null","null","null","599","0"
"Glorious Central Residences","26","1","null","60","1763638608","ريزيدينسز سنترال مُجَلَّل ","483","P-40","2","3","0","512","null","674084597","0","24","null","null","0.42","5","886","47.32","استوديو","Unit","1","null","International City Phase 3","324","Studio","Warsan Fourth","وحدة","2024-11-06 00:00:00","6240886","2026-02-26 16:09:32","488654717","ورسان الرابعة","40.27","Flat","1449301680","null","6.05","null","شقه سكنيه","المدينة العالمية - المرحلة الثالثة","624","1"
"Azizi Riviera 32","26","1","null","60","1223436571","عزيزي ريفييرا 32 ","412","1","2","3","0","322","null","168224988","0","200","null","null","0.37","3","5061","53.94","استوديو","Unit","1","null","Meydan One Community","1546","Studio","Al Merkadh","وحدة","2018-03-27 00:00:00","3475061","2026-02-26 16:09:32","784450092","المركاض","38.74","Flat","175992509","null","9.48","null","شقه سكنيه","مجمع ميدان ون","347","1"
"CANAL VIEWS","2","0","null","60","510952209","كانل فيوز","441","null","2","3","null","1508","null","933","0","null","null","null","40.1341","15","null","40.13","غرفتان","Unit","null","null","null","null","2 B/R","Al Barsha South Fourth","وحدة","2008-10-16 00:00:00","null","2026-02-26 16:09:32","1461864583","البرشاء جنوب الرابعة","149.95","Flat","null","null","7","null","شقه سكنيه","null","681","CANAL VIEWS TOWER2"
"null","null","null","null","null","null","null","338","null","2","null","null","14-11-97            ","null","null","0","null","null","null","null","null","959","null","null","null","0","null","null","552","null","Al Goze First","null","2024-04-03 00:00:00","3540959","2026-02-26 16:09:32","1000787907081","القوز الاولى","null","null","null","null","null","null","null","null","354","0"
"null","1","null","null","null","null","null","409","null","2","3","null","904","null","null","0","null","تجارى","null","67.65","9","911","null","غرفة و صالة","Unit","0","Commercial","null","383","1bed room+Hall","Al Barshaa South Third","وحدة","2021-07-07 00:00:00","6730911","2026-02-26 16:09:32","1000978841545","البرشاء جنوب الثالثة","67.65","null","null","4","null","null","null","null","673","0"
"null","12","null","null","null","null","null","395","null","2","3","null","240","null","null","0","null","صناعى","null","11.25","2","9219","null","غرفه سكن عمال","Unit","0","Industrial","null","1006","Room in labor Camp","Jabal Ali Industrial First","وحدة","2018-01-11 00:00:00","5999219","2026-02-26 16:09:32","1002109149013","جبل على الصناعية الأولى","11.25","null","null","3","null","null","null","null","599","0"
"null","11","null","null","null","null","null","267","null","2","3","null","408","null","null","0","null","تجارى","null","45.29","4","202","null","أستوديو","Unit","0","Commercial","null","515","Studio","Al Raffa","وحدة","2013-03-14 00:00:00","3160202","2026-02-26 16:09:32","1000467700111","الرفاعه","45.29","null","1001358463728","4","null","null","null","null","316","0"
"null","2","null","null","null","null","null","355","null","1","3","null","423","null","null","0","null","تجارى","null","null","4","111","null","غرفتين و صالة","Unit","0","Commercial","null","2","2 bed rooms+hall","Al Nahda First","وحدة","2011-03-06 00:00:00","2310111","2026-02-26 16:09:32","1000399799349","النهده الاولى","151.34","null","1001058972653","4","null","null","null","null","231","2"
"null","421","null","null","null","null","null","232","null","1","3","null","4","null","null","0","null","تجارى","null","176.71","2","4957","null","محل","Unit","0","Commercial","null","278","Shop","Mirdif","وحدة","2016-08-04 00:00:00","2514957","2026-02-26 16:09:32","1001616024499","مردف","160","null","1001599323967","4","null","null","null","null","251","0"
"null","1","0","null","60","641560761","null","414","null","2","3","0","601","null","null","0","501","تجارى","null","0.0006","6","7738","0","غرفة","Unit","1","Commercial","Dubai Science Park","92","1 B/R","Al Barshaa South Second","وحدة","2009-06-02 00:00:00","6727738","2026-02-26 16:09:32","16040216","البرشاء جنوب الثانية","86.22","Flat","732993417","4","4","null","شقه سكنيه","حديقة دبي للعلوم","672","MIRAR RESIDENCES A"
"Time 1","1","1","null","60","1412500509","تايم 1 ","467","G-08","2","3","0","1209","null","139952423","0","215","تجارى","null","0.42","12","8569","50.86","غرفة","Unit","1","Commercial","Dubai Land Residence Complex","1092","1 B/R","Wadi Al Safa 5","وحدة","2017-10-12 00:00:00","6488569","2026-02-26 16:09:32","1798631089","وادي الصفا 5","55.81","Flat","407647032","4","2.45","null","شقه سكنيه","مجمع دبي لاند السكني","648","1"
"null","1","1","null","60","1998401285","null","330","1","2","3","0","503","null","null","0","34","تجارى","null","0","5","497","0","غرفة","Unit","1","Commercial","Dubai Marina","155","1 B/R","Marsa Dubai","وحدة","2012-10-17 00:00:00","3920497","2026-02-26 16:09:32","134419212","مرسى دبي","77","Flat","1512742420","4","0","null","شقه سكنيه","دبي مارينا","392","1"
"null","421","null","null","null","null","null","248","null","1","3","null","1","null","null","0","null","صناعى","null","0","0","201","null","محل","Unit","0","Industrial","null","193","Shop","Um Ramool","وحدة","2012-10-03 00:00:00","2150201","2026-02-26 16:09:32","1000085115070","ام رمول","null","null","1001177936621","3","null","null","null","null","215","null"
"null","422","null","null","null","1001898685641","null","237","null","1","3","null","Flat No. 405","null","null","0","null","تجارى","null","27.13","4TH.FLOOR","196","null","مكتب","Unit","0","Commercial","null","187","Office","Al Sabkha","وحدة","2011-05-28 00:00:00","1150196","2026-02-26 16:09:32","1000483344255","السبخه","27.13","null","1001303272527","4","null","null","null","null","115","187"
"null","1","null","null","null","null","null","269","null","2","3","null","312","null","null","0","null","تجارى","null","null","null","409","null","غرفة و صالة","Unit","0","Commercial","null","50","1bed room+Hall","Al Hamriya","وحدة","2012-09-24 00:00:00","3130409","2026-02-26 16:09:32","1001442500196","الحمريه","null","null","1001676566712","4","null","null","null","null","313","null"
"AYKON CITY 3","1","0","null","60","1938080040","ايكون سيتي 3","526","1","2","3","null","D5210","null","294547066","0","null","تجارى","null","0.06","52","266","72.78","غرفة","Unit","1","Commercial","null","237","1 B/R","Business Bay","وحدة","2022-09-20 00:00:00","3460266","2026-02-26 16:09:32","1603654701","الخليج التجارى","69.32","Flat","191394957","4","9.54","null","شقه سكنيه","null","346","4"
"null","1","null","null","null","null","null","368","null","2","3","null","207","null","null","0","null","تجارى","null","0","2","1314","null","غرفة و صالة","Unit","0","Commercial","null","318","1bed room+Hall","Al Barsha First","وحدة","2016-05-04 00:00:00","3731314","2026-02-26 16:09:32","1002121956889","البرشاء الاولى","0","null","1001039717693","4","null","null","null","null","373","null"
"The St. Regis Residences, Downtown Dubai","2","0","null","60","17919286","ذا سانت ريجيز ريزيدنسز، داون تاون دبي","390","1","2","3","0","1309","null","35972254","0","541","تجارى","null","0.1","13","6900","101.41","غرفتان","Unit","1","Commercial","DownTown Dubai","183","2 B/R","Burj Khalifa","وحدة","2016-10-09 00:00:00","3456900","2026-02-26 16:09:32","1605624444","برج خليفة","123.97","Flat","2120073947","4","16.11","null","شقه سكنيه","داون تاون دبي","345","6"
"null","1","1","null","60","1045872789","null","344","null","2","3","null","215","null","null","0","192","صناعى","null","0","2","5203","null","غرفة","Unit","1","Industrial","AL WARSAN INDUSTRIAL","109","1 B/R","Al Warsan Second","وحدة","2022-09-26 00:00:00","6225203","2026-02-26 16:09:32","1499564062","ورسان الثانيه","23.2","Flat","2031036738","3","0","null","شقه سكنيه","الورسان الصناعية","622","1"
"THE K SUITES","1","0","null","60","2032790620","أجنحة كاي","481","null","2","3","0","904","null","984","0","8","تجارى","null","27.509","9","1","27.51","غرفة","Unit","1","Commercial","Dubai Water Front","171","1 B/R","Hessyan Second","وحدة","2009-02-09 00:00:00","null","2026-02-26 16:09:32","2038884924","حصيان الثانية","60.6","Flat","1748460476","4","10","null","شقه سكنيه","واجهة دبي البحرية","512","The K Suites"
"THE VANTAGE","4","0","null","60","855563154","فينتاج","481","null","2","3","0","4101","null","882","0","8","تجارى","null","0.0024","41","1","0","أربعة غرف","Unit","1","Commercial","Dubai Water Front","178","4 B/R","Hessyan Second","وحدة","2008-10-19 00:00:00","null","2026-02-26 16:09:32","293231767","حصيان الثانية","313.45","Flat","1224860265","4","17","null","شقه سكنيه","واجهة دبي البحرية","512","THE VANTAGE"
"null","11","null","null","null","1000835804864","null","269","null","2","3","null","F-204","null","null","0","null","تجارى","null","0.09","2","351","null","أستوديو","Unit","0","Commercial","null","516","Studio","Al Hamriya","وحدة","2012-01-04 00:00:00","3130351","2026-02-26 16:09:32","1000960607588","الحمريه","1","null","1000869167566","4","null","null","null","null","313","0"
"GENESIS","1","1","null","60","2014119430","جينسيس","409","G-14","2","3","0","1003","null","168231345","0","96","تجارى","null","0.45","10","1107","54.31","غرفة","Unit","1","Commercial","Arjan","150","1 B/R","Al Barshaa South Third","وحدة","2018-05-08 00:00:00","6731107","2026-02-26 16:09:32","1050781950","البرشاء جنوب الثالثة","65.67","Flat","1891502004","4","6.98","null","شقه سكنيه","أرجان","673","1"
"null","12","null","null","null","null","null","395","null","2","3","null","Room No.124","null","null","0","null","صناعى","null","14.5","1","1732","null","غرفه سكن عمال","Unit","0","Industrial","null","502","Room in labor Camp","Jabal Ali Industrial First","وحدة","2014-02-16 00:00:00","5991732","2026-02-26 16:09:32","1000592859556","جبل على الصناعية الأولى","14.5","null","1001058329079","3","null","null","null","null","599","0"
"VOLANTE","5","1","null","60","1918981537","فولانت","526","L3-01,L3-02,L3-03,L3-04","2","3","0","2900","null","25474041","0","112","تجارى","null","3.38","29","545","273.6","خمس غرف","Unit","1","Commercial","Business Bay","15","5 B/R","Business Bay","وحدة","2016-06-26 00:00:00","3460545","2026-02-26 16:09:32","1070055951","الخليج التجارى","1003.86","Flat","1324496168","4","59.62","null","شقه سكنيه","الخليج التجاري","346","1"
"null","422","null","null","null","null","null","356","null","1","3","null","M19","null","null","0","null","تجارى","null","null","null","135","null","مكتب","Unit","0","Commercial","null","57","Office","Al Rega","وحدة","2015-04-12 00:00:00","1190135","2026-02-26 16:09:32","1001649002649","الرقه","40","null","1000487218335","4","null","null","null","null","119","null"
"null","2","null","null","null","1002008059703","null","301","null","1","3","null","605","null","null","0","null","تجارى","null","1","6","466","null","غرفتين و صالة","Unit","0","Commercial","null","160","2 bed rooms+hall","Al Nahda Second","وحدة","2012-07-10 00:00:00","2410466","2026-02-26 16:09:32","1001756365578","النهده الثانيه","1","null","1000194500731","4","null","null","null","null","241","0"
"null","null","null","null","null","null","null","319","null","2","null","null","S05                 ","null","null","0","null","null","null","null","null","1279","null","null","null","0","null","null","403","null","Ras Al Khor Industrial Second","null","2022-08-12 00:00:00","6131279","2026-02-26 16:09:32","1001052658641","راس الخور الصناعيه الثانيه","null","null","null","null","null","null","null","null","613","0"
"BURJ AL NUJOOM","26","1","null","60","1643810444","النجوم برج","390","B3-91","2","3","0","1311","null","567","0","541","تجارى","null","0.13","13","389","null","استوديو","Unit","1","Commercial","DownTown Dubai","247","Studio","Burj Khalifa","وحدة","2011-03-29 00:00:00","3450389","2026-02-26 16:09:32","1723297619","برج خليفة","42.35","Flat","101336141","4","5.48","null","شقه سكنيه","داون تاون دبي","345","1"
"Solaya (4,6)","2","0","null","60","247231550","سولايا (4,6)","317","2","2","3","null","103","null","819413954","0","196","تجارى","null","1.18","1","1882","181.36","غرفتان","Unit","1","Commercial","LA MER","1831","2 B/R","Jumeirah First","وحدة","2025-11-12 00:00:00","3321882","2026-02-26 16:09:32","377492340","جميرا الاولى","214.42","Flat","634028389","4","30.85","null","شقه سكنيه","لامير","332","2"
"null","null","null","null","null","null","null","395","null","2","null","null","LBRC0064            ","null","null","0","null","null","null","null","null","9211","null","null","null","0","null","null","1339","null","Jabal Ali Industrial First","null","2018-05-20 00:00:00","5999211","2026-02-26 16:09:32","1001233027525","جبل على الصناعية الأولى","null","null","null","null","null","null","null","null","599","null"
"QPOINT LIWAN-PLOT R055","1","1","null","60","600650086","كيو بوينت ليوان -PLOT R055","464","G-26","2","3","0","402","null","1201","0","211","تجارى","null","0.74","4","7654","38.19","غرفة","Unit","1","Commercial","Liwan1","1440","1 B/R","Wadi Al Safa 2","وحدة","2014-10-15 00:00:00","6437654","2026-02-26 16:09:32","372409881","وادي الصفا 2","62.08","Flat","198356855","4","0","null","شقه سكنيه","ليوان 1","643","1"
"CREEK EDGE","2","1","null","60","1693357924","كريك ايدج ","447","B1-138","2","3","0","2102","null","184991649","0","547","صناعى","null","0.21","21","8707","56.07","غرفتان","Unit","1","Industrial","Dubai Creek Harbour","117","2 B/R","Al Khairan First","وحدة","2018-08-07 00:00:00","4158707","2026-02-26 16:09:32","1077893733","الخيران الأولى","109.47","Flat","830849017","3","13.78","null","شقه سكنيه","خور دبي","415","1"
"null","2","1","null","60","41007859","null","464","null","2","3","0","301","null","null","0","212","null","null","0","3","9815","null","غرفتان","Unit","1","null","Liwan2","1711","2 B/R","Wadi Al Safa 2","وحدة","2023-04-14 00:00:00","6439815","2026-02-26 16:09:32","934514132","وادي الصفا 2","80.12","Flat","103655393","null","9.3","null","شقه سكنيه","ليوان 2","643","1"
"null","12","null","null","null","null","null","395","null","2","3","null","321","null","null","0","null","صناعى","null","15.4524","3","1995","null","غرفه سكن عمال","Unit","0","Industrial","null","700","Room in labor Camp","Jabal Ali Industrial First","وحدة","2016-12-06 00:00:00","5991995","2026-02-26 16:09:32","1001693818852","جبل على الصناعية الأولى","15.45","null","1000343755615","3","null","null","null","null","599","700"
"Samana Barari Lagoons","1","0","null","60","365968106","سامانا براري لاجونز","465","1","2","3","0","1108","null","686444882","0","91","تجارى","null","0.2","11","7812","57.48","غرفة","Unit","1","Commercial","Majan","2041","1 B/R","Wadi Al Safa 3","وحدة","2024-11-22 00:00:00","6457812","2026-02-26 16:09:32","2067229103","وادي الصفا 3","68.93","Flat","942301654","4","16.8","null","شقه سكنيه","ماجان","645","1"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0134            ","null","null","0","null","null","null","null","null","572","null","null","null","0","null","null","198","null","Muhaisanah Second","null","2015-06-17 00:00:00","2640572","2026-02-26 16:09:32","1000778842336","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","611"
"null","11","null","null","null","null","null","244","null","1","3","null","209","null","null","0","null","تجارى","null","28.3","2","491","null","أستوديو","Unit","0","Commercial","null","238","Studio","Al Murqabat","وحدة","2015-04-30 00:00:00","1240491","2026-02-26 16:09:32","1000920970612","المرقبات","28.3","null","1002125789736","4","null","null","null","null","124","null"
"Binghatti Apex","26","0","null","60","1652543416","بن غاطي ابيكس","441","1","2","3","0","1604","null","609905403","0","9","تجارى","null","0.13","16","6232","40.39","استوديو","Unit","1","Commercial","Jumeirah Village Circle","758","Studio","Al Barsha South Fourth","وحدة","2024-06-10 00:00:00","6816232","2026-02-26 16:09:32","637191993","البرشاء جنوب الرابعة","40","Flat","1567003712","4","7.71","null","شقه سكنيه","قرية جميرا الدائرية","681","1"
"ARLO","2","0","null","60","511915229","أرلو","447","1","2","3","0","703","null","616626353","0","547","صناعى","null","0.26","7","6361","110.47","غرفتان","Unit","1","Industrial","Dubai Creek Harbour","182","2 B/R","Al Khairan First","وحدة","2024-05-21 00:00:00","4156361","2026-02-26 16:09:32","1112281526","الخيران الأولى","117.17","Flat","967416980","3","14.31","null","شقه سكنيه","خور دبي","415","1"
"null","2","1","null","60","1580405816","null","526","null","2","3","0","1302","null","null","0","112","تجارى","null","0","null","612","null","غرفتان","Unit","1","Commercial","Business Bay","41","2 B/R","Business Bay","وحدة","2023-10-31 00:00:00","3460612","2026-02-26 16:09:32","2123244579","الخليج التجارى","109.02","Flat","1171432047","4","4.32","null","شقه سكنيه","الخليج التجاري","346","1"
"azizi venice 13 ","1","0","null","60","541059233","عزيزي فينيس 13","462","1","2","3","0","1627","null","659724790","0","123","null","null","0.05","16","1359","58.88","غرفة","Unit","1","null","Dubai World Central","6727","1 B/R","Madinat Al Mataar","وحدة","2024-09-26 00:00:00","5211359","2026-02-26 16:09:32","2016693482","مدينة المطار","68.32","Flat","4295797","null","14.11","null","شقه سكنيه","دبي ورلد سنترال","521","2"
"RIAH TOWERS","3","1","null","60","371064180","براج ريا","334","B4-57,B4-58,G-01,G-15,G-16,G-24,G-28,G-29,G-30,G-31,G-32,G-33,G-34,G-35,G-36,G-37,G-38B1-26,B1-27,B1-28,B1-29,B1-65,B1-66,","2","3","0","506","null","21509590","0","214","تجارى","null","0.73","5","908","127.39","ثلاث غرف","Unit","1","Commercial","Jaddaf Waterfront","467","3 B/R","Al Jadaf","وحدة","2015-07-26 00:00:00","3260908","2026-02-26 16:09:32","650547311","الجداف","171.89","Flat","1197769270","4","15.24","null","شقه سكنيه","جداف الواجهة المائية","326","1"
"AZIZI VENICE 2","26","0","null","60","1212783475","عزيزى فينيس 2 ","462","1","2","3","0","241","null","547022699","0","123","null","null","0.13","2","1349","39.29","استوديو","Unit","1","null","Dubai World Central","4380","Studio","Madinat Al Mataar","وحدة","2023-10-20 00:00:00","5211349","2026-02-26 16:09:32","2113851232","مدينة المطار","30.89","Flat","1200105241","null","4.9","null","شقه سكنيه","دبي ورلد سنترال","521","1"
"null","2","null","null","null","null","null","301","null","1","3","null","810","null","null","0","null","تجارى","null","92.16","8","351","null","غرفتين و صالة","Unit","0","Commercial","null","263","2 bed rooms+hall","Al Nahda Second","وحدة","2013-12-23 00:00:00","2410351","2026-02-26 16:09:32","1001567138006","النهده الثانيه","92.16","null","1001737790747","4","null","null","null","null","241","263"
